title,artist,sourceAlias,source,collection,link,bvid,page,pubdate,pubdateFormatted,exclusionReason
ムーン,tama,Figaro,figaro.js,【💐Figaro 歌切】[2025-12-26]【歌枠】初見さんようこそ～！今日はボカロたくさん歌っちゃお！,https://www.bilibili.com/video/BV1LzvvBjEUZ?p=14,BV1LzvvBjEUZ,14,1766864122,2025-12-28 03:35:22,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
7150日,瀬名航,Figaro,figaro.js,【💐Figaro 歌切】[2025-12-26]【歌枠】初見さんようこそ～！今日はボカロたくさん歌っちゃお！,https://www.bilibili.com/video/BV1LzvvBjEUZ?p=15,BV1LzvvBjEUZ,15,1766864122,2025-12-28 03:35:22,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
鳳仙花,黒澤まどか,Figaro,figaro.js,【💐Figaro 歌切】[2025-12-26]【歌枠】初見さんようこそ～！今日はボカロたくさん歌っちゃお！,https://www.bilibili.com/video/BV1LzvvBjEUZ?p=16,BV1LzvvBjEUZ,16,1766864122,2025-12-28 03:35:22,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
再会,はるまきごはん,Figaro,figaro.js,【💐Figaro 歌切】[2025-12-26]【歌枠】初見さんようこそ～！今日はボカロたくさん歌っちゃお！,https://www.bilibili.com/video/BV1LzvvBjEUZ?p=19,BV1LzvvBjEUZ,19,1766864122,2025-12-28 03:35:22,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
悪魔の踊り方,キタニタツヤ,Figaro,figaro.js,【Figaro】不输给低气压的 Vocaloid 限定！的安排！ #2025年10月31日,https://www.bilibili.com/video/BV1RUyQB2Eve?p=1,BV1RUyQB2Eve,1,1762029774,2025-11-02 04:42:54,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
月光,キタニタツヤ × はるまきごはん,Figaro,figaro.js,【Figaro】不输给低气压的 Vocaloid 限定！的安排！ #2025年10月31日,https://www.bilibili.com/video/BV1RUyQB2Eve?p=7,BV1RUyQB2Eve,7,1762029774,2025-11-02 04:42:54,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ルーマー,ポリスピカデリー,Figaro,figaro.js,【Figaro】不输给低气压的 Vocaloid 限定！的安排！ #2025年10月31日,https://www.bilibili.com/video/BV1RUyQB2Eve?p=15,BV1RUyQB2Eve,15,1762029774,2025-11-02 04:42:54,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
人間だった,ピコン,Figaro,figaro.js,【Figaro】不输给低气压的 Vocaloid 限定！的安排！ #2025年10月31日,https://www.bilibili.com/video/BV1RUyQB2Eve?p=19,BV1RUyQB2Eve,19,1762029774,2025-11-02 04:42:54,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
自傷無色,ササノマリイ,Figaro,figaro.js,【Figaro】不输给低气压的 Vocaloid 限定！的安排！ #2025年10月31日,https://www.bilibili.com/video/BV1RUyQB2Eve?p=20,BV1RUyQB2Eve,20,1762029774,2025-11-02 04:42:54,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
戯言スピーカー,ササノマリイ,Figaro,figaro.js,【Figaro】不输给低气压的 Vocaloid 限定！的安排！ #2025年10月31日,https://www.bilibili.com/video/BV1RUyQB2Eve?p=21,BV1RUyQB2Eve,21,1762029774,2025-11-02 04:42:54,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
老人と海,ヨルシカ,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=1,BV1VhJNzKEow,1,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
詩書きとコーヒー,ヨルシカ,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=2,BV1VhJNzKEow,2,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
心に穴が空いた,ヨルシカ,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=3,BV1VhJNzKEow,3,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
GHOST,星街すいせい,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=4,BV1VhJNzKEow,4,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
花は桜 君は美し,いきものがかり,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=5,BV1VhJNzKEow,5,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
鬼ノ宴,友成空,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=6,BV1VhJNzKEow,6,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
月光,キタニタツヤ × はるまきごはん,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=14,BV1VhJNzKEow,14,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ガランド,ピコン,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=17,BV1VhJNzKEow,17,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
人間だった,ピコン,Figaro,figaro.js,【Figaro】下午的悠闲全曲风歌枠🎤| J-POP、动漫歌曲、VOCALOID etc.,https://www.bilibili.com/video/BV1VhJNzKEow?p=18,BV1VhJNzKEow,18,1747501200,2025-05-18 01:00:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
センチメンタルな愛慕心,なつめ千秋,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=1,BV18EX6YqE1R,1,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ライカ,yamada,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=2,BV18EX6YqE1R,2,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
春に一番近い街,40メートルP,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=3,BV18EX6YqE1R,3,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
翡翠のまち,メル,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=4,BV18EX6YqE1R,4,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
さようなら、花泥棒さん,メル,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=5,BV18EX6YqE1R,5,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ルーマー,ポリスピカデリー,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=13,BV18EX6YqE1R,13,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ムーン,tama,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=16,BV18EX6YqE1R,16,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
福寿草,ぐにょ,Figaro,figaro.js,【Figaro】ボカロ歌回！【 歌枠】センチメンタルな愛慕心、ロミオとシンデレラ,https://www.bilibili.com/video/BV18EX6YqE1R?p=17,BV18EX6YqE1R,17,1742523628,2025-03-21 10:20:28,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ライカ,yamada,Figaro,figaro.js,【Figaro】ボカロ限定歌回！ 25 2024年12月18日,https://www.bilibili.com/video/BV1p3ktYtEMX?p=6,BV1p3ktYtEMX,6,1734785460,2024-12-21 20:51:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
スロウダウナー,ろくろ,Figaro,figaro.js,【Figaro】ボカロ限定歌回！ 25 2024年12月18日,https://www.bilibili.com/video/BV1p3ktYtEMX?p=9,BV1p3ktYtEMX,9,1734785460,2024-12-21 20:51:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
カガリビト,millstones,Figaro,figaro.js,【Figaro】ボカロ限定歌回！ 25 2024年12月18日,https://www.bilibili.com/video/BV1p3ktYtEMX?p=12,BV1p3ktYtEMX,12,1734785460,2024-12-21 20:51:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ルーマー,ポリスピカデリー,Figaro,figaro.js,【Figaro】ボカロ限定歌回！ 25 2024年12月18日,https://www.bilibili.com/video/BV1p3ktYtEMX?p=15,BV1p3ktYtEMX,15,1734785460,2024-12-21 20:51:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
君の脈で踊りたかった,ピコン,Figaro,figaro.js,【Figaro】ボカロ限定歌回！ 25 2024年12月18日,https://www.bilibili.com/video/BV1p3ktYtEMX?p=16,BV1p3ktYtEMX,16,1734785460,2024-12-21 20:51:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
人間だった,ピコン,Figaro,figaro.js,【Figaro】ボカロ限定歌回！ 25 2024年12月18日,https://www.bilibili.com/video/BV1p3ktYtEMX?p=17,BV1p3ktYtEMX,17,1734785460,2024-12-21 20:51:00,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
サインはＢ,B小町,よしか🦍,yoshika.js,【YOSHIKA⁂Ch.】17横屏】少见的，全是Vocaloid翻唱~庆祝正式出道的歌回【20241023】,https://www.bilibili.com/video/BV1Ns1PYGErx?p=13,BV1Ns1PYGErx,13,1729736333,2024-10-24 10:18:53,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
アイドル,YOASOBI,よしか🦍,yoshika.js,【YOSHIKA⁂Ch.】17横屏】少见的，全是Vocaloid翻唱~庆祝正式出道的歌回【20241023】,https://www.bilibili.com/video/BV1Ns1PYGErx?p=14,BV1Ns1PYGErx,14,1729736333,2024-10-24 10:18:53,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ray,BUMP OF CHICKEN,AZKi,azki.js,AZKi 2026年02月04日22点场 超かぐや姫！が良すぎたので、ボカロ縛りで歌うよおおおおお！！！！！Singing Stream,https://www.bilibili.com/video/BV1Sa1dYtEsj?p=9,BV1Sa1dYtEsj,9,1728148285,2024-10-06 01:11:25,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
春よ、来い,松任谷由実,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=1,BV1D81dYfEk4,1,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
3月9日,レミオロメン,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=2,BV1D81dYfEk4,2,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
春泥棒,ヨルシカ,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=3,BV1D81dYfEk4,3,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
CLEAR,坂本真綾,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=4,BV1D81dYfEk4,4,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
覚えてていいよ,KOTOKO,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=5,BV1D81dYfEk4,5,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
キライチューン,FREENOTE,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=6,BV1D81dYfEk4,6,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ホウキ雲,RYTHEM,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=7,BV1D81dYfEk4,7,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ODD＆ENDS,ryo(supercell),AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=8,BV1D81dYfEk4,8,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
さよならメモリーズ,ryo(supercell),AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=9,BV1D81dYfEk4,9,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
晴る,ヨルシカ,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=10,BV1D81dYfEk4,10,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
Sincerely,TRUE,AZKi,azki.js,AZKi 2026年03月16日22点场 春に聴きたい曲！歌う～～～！！！J-POP・アニソン・ボカロ Singing Stream,https://www.bilibili.com/video/BV1D81dYfEk4?p=11,BV1D81dYfEk4,11,1728148270,2024-10-06 01:11:10,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
Astrogation,水樹奈々,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=1,BV16m19YzE7R,1,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
fancy baby doll,田村ゆかり,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=2,BV16m19YzE7R,2,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
なのです☆,羽入(堀江由衣),AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=3,BV16m19YzE7R,3,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ヘミソフィア,坂本真綾,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=4,BV16m19YzE7R,4,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
デート・ア・ライブ,sweet ARMS,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=5,BV16m19YzE7R,5,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
一度だけの恋なら,ワルキューレ,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=6,BV16m19YzE7R,6,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
愛・おぼえていますか,ワルキューレ,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=7,BV16m19YzE7R,7,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
藍二乗,ヨルシカ,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=9,BV16m19YzE7R,9,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
鯨,Buzy,AZKi,azki.js,AZKi 2025年02月28日21点场 のーぷらんで歌う～～～！！！アニソン・J-POP・ボカロ・声優ソング / Singing Stream,https://www.bilibili.com/video/BV16m19YzE7R?p=10,BV16m19YzE7R,10,1728132666,2024-10-05 20:51:06,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
Avid,SawanoHiroyuki[nZk]:mizuki,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=1,BV1fu19YvEa3,1,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ninelie,Aimer with chelly(EGOIST),AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=2,BV1fu19YvEa3,2,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
Planetes,EGOIST,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=3,BV1fu19YvEa3,3,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
innocent starter,水樹奈々,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=4,BV1fu19YvEa3,4,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ヘミソフィア,坂本真綾,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=5,BV1fu19YvEa3,5,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
たった1つの想い,KOKIA,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=6,BV1fu19YvEa3,6,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
人間ってそんなものね,KOKIA,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=7,BV1fu19YvEa3,7,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
アルジャーノン,ヨルシカ,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=9,BV1fu19YvEa3,9,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
fragile,Every Little Thing,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=10,BV1fu19YvEa3,10,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
いのちの名前,木村弓,AZKi,azki.js,AZKi 2025年11月28日23点场 深夜にしっとり歌います🌙アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1fu19YvEa3?p=11,BV1fu19YvEa3,11,1728110237,2024-10-05 14:37:17,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
アクアテラリウム,やなぎなぎ,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=1,BV1Z319YPE2f,1,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
プライド～嘆きの旅,AKINO,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=2,BV1Z319YPE2f,2,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
ウンディーネ,牧野由依,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=3,BV1Z319YPE2f,3,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
悪魔の子,ヒグチアイ,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=5,BV1Z319YPE2f,5,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
正しくなれない,ずっと真夜中でいいのに。,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=6,BV1Z319YPE2f,6,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
斜陽,ヨルシカ,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=7,BV1Z319YPE2f,7,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
Departures ～あなたにおくるアイの歌～,EGOIST,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=8,BV1Z319YPE2f,8,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
青い夢,AZKi,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=9,BV1Z319YPE2f,9,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
月光,鬼束ちひろ,AZKi,azki.js,AZKi 2025年10月04日22点场 しっとり歌います🎤アニソン・J-POP・ボカロ・声優ソング / SINGING STREAM,https://www.bilibili.com/video/BV1Z319YPE2f?p=10,BV1Z319YPE2f,10,1728109999,2024-10-05 14:33:19,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
海色,AKINO from bless4,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=1,BV1f319YNE8t,1,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
High Free Spirits,TrySail,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=2,BV1f319YNE8t,2,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
